25,25,25,2016-12-11,30-160,NOP,@,PHO,W (+1),0,4:28,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0,-0.4,+1
26,26,,2016-12-13,30-162,NOP,,GSW,L (-4),Did Not Play,,,,,,,,,,,,,,,,,,,,,
27,27,26,2016-12-15,30-164,NOP,,IND,W (+7),0,6:30,0,1,.000,0,0,,0,0,,1,3,4,0,0,0,0,1,0,0.5,-7
28,28,,2016-12-16,30-165,NOP,@,HOU,L (-22),Did Not Play,,,,,,,,,,,,,,,,,,,,,
29,29,,2016-12-18,30-167,NOP,@,SAS,L (-13),Did Not Play,,,,,,,,,,,,,,,,,,,,,
30,30,27,2016-12-20,30-169,NOP,@,PHI,W (+15),0,15:32,0,2,.000,0,0,,2,2,1.000,4,2,6,0,0,1,0,2,2,3.9,+5
31,31,28,2016-12-21,30-170,NOP,,OKC,L (-11),0,8:49,0,1,.000,0,0,,0,0,,1,1,2,1,0,0,0,1,0,0.6,-11
32,32,,2016-12-23,30-172,NOP,,MIA,W (+4),Did Not Play,,,,,,,,,,,,,,,,,,,,,
33,33,,2016-12-26,30-175,NOP,,DAL,W (+7),Did Not Play,,,,,,,,,,,,,,,,,,,,,
34,34,,2016-12-28,30-177,NOP,,LAC,W (+4),Did Not Play,,,,,,,,,,,,,,,,,,,,,
35,35,,2016-12-30,30-179,NOP,,NYK,W (+12),Did Not Play,,,,,,,,,,,,,,,,,,,,,
36,36,,2017-01-02,30-182,NOP,@,CLE,L (-8),Did Not Play,,,,,,,,,,,,,,,,,,,,,
37,37,,2017-01-05,30-185,NOP,,ATL,L (-5),Did Not Play,,,,,,,,,,,,,,,,,,,,,
38,38,,2017-01-07,30-187,NOP,@,BOS,L (-9),Did Not Play,,,,,,,,,,,,,,,,,,,,,
39,39,,2017-01-09,30-189,NOP,@,NYK,W (+14),Inactive,,,,,,,,,,,,,,,,,,,,,
40,40,29,2017-01-12,30-192,NOP,@,BRK,W (+9),1,5:28,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,2,0,-0.5,0
41,Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
42,41,,2017-01-14,30-194,NOP,@,CHI,L (-8),Did Not Play,,,,,,,,,,,,,,,,,,,,,
43,42,,2017-01-16,30-196,NOP,@,IND,L (-3),Did Not Play,,,,,,,,,,,,,,,,,,,,,
44,43,,2017-01-18,30-198,NOP,,ORL,W (+20),Did Not Play,,,,,,,,,,,,,,,,,,,,,
45,44,,2017-01-20,30-200,NOP,,BRK,L (-29),Did Not Play,,,,,,,,,,,,,,,,,,,,,
46,45,,2017-01-23,30-203,NOP,,CLE,W (+2),Did Not Play,,,,,,,,,,,,,,,,,,,,,
47,46,30,2017-01-25,30-205,NOP,,OKC,L (-9),0,3:51,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,2,0,-1.8,-8
48,47,,2017-01-27,30-207,NOP,,SAS,W (+16),Did Not Play,,,,,,,,,,,,,,,,,,,,,
49,48,,2017-01-29,30-209,NOP,,WAS,L (-13),Did Not Play,,,,,,,,,,,,,,,,,,,,,
50,49,,2017-01-31,30-211,NOP,@,TOR,L (-2),Did Not Play,,,,,,,,,,,,,,,,,,,,,
51,50,,2017-02-01,30-212,NOP,@,DET,L (-20),Did Not Play,,,,,,,,,,,,,,,,,,,,,
52,51,,2017-02-04,30-215,NOP,@,WAS,L (-14),Did Not Play,,,,,,,,,,,,,,,,,,,,,
53,52,,2017-02-06,30-217,NOP,,PHO,W (+5),Did Not Play,,,,,,,,,,,,,,,,,,,,,
54,53,,2017-02-08,30-219,NOP,,UTA,L (-33),Did Not Play,,,,,,,,,,,,,,,,,,,,,
55,54,31,2017-02-10,30-221,NOP,@,MIN,W (+16),0,4:37,0,0,,0,0,,0,0,,0,1,1,0,0,0,1,4,0,-2.3,-6
56,55,,2017-02-12,30-223,NOP,@,SAC,L (-6),Did Not Play,,,,,,,,,,,,,,,,,,,,,
57,56,,2017-02-13,30-224,NOP,@,PHO,W (+2),Did Not Play,,,,,,,,,,,,,,,,,,,,,
58,57,,2017-02-15,30-226,NOP,@,MEM,W (+4),Did Not Play,,,,,,,,,,,,,,,,,,,,,
59,58,,2017-02-23,30-234,NOP,,HOU,L (-30),Did Not Play,,,,,,,,,,,,,,,,,,,,,
60,59,,2017-02-25,30-236,NOP,@,DAL,L (-13),Inactive,,,,,,,,,,,,,,,,,,,,,
61,60,,2017-02-26,30-237,NOP,@,OKC,L (-8),Inactive,,,,,,,,,,,,,,,,,,,,,
62,Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
63,61,,2017-03-01,30-240,NOP,,DET,W (+23),Inactive,,,,,,,,,,,,,,,,,,,,,
64,62,,2017-03-03,30-242,NOP,,SAS,L (-3),Not With Team,,,,,,,,,,,,,,,,,,,,,
65,63,,2017-03-05,30-244,NOP,@,LAL,W (+8),Inactive,,,,,,,,,,,,,,,,,,,,,
66,64,,2017-03-06,30-245,NOP,@,UTA,L (-5),Inactive,,,,,,,,,,,,,,,,,,,,,
67,65,,2017-03-08,30-247,NOP,,TOR,L (-7),Inactive,,,,,,,,,,,,,,,,,,,,,
68,66,,2017-03-11,30-250,NOP,@,CHO,W (+3),Not With Team,,,,,,,,,,,,,,,,,,,,,
69,67,,2017-03-14,30-253,NOP,,POR,W (+23),Did Not Play,,,,,,,,,,,,,,,,,,,,,
70,68,,2017-03-15,30-254,NOP,@,MIA,L (-8),Not With Team,,,,,,,,,,,,,,,,,,,,,
71,69,,2017-03-17,30-256,NOP,,HOU,W (+16),Did Not Dress,,,,,,,,,,,,,,,,,,,,,
72,70,,2017-03-19,30-258,NOP,,MIN,W (+14),Did Not Dress,,,,,,,,,,,,,,,,,,,,,
73,71,,2017-03-21,30-260,NOP,,MEM,W (+13),Did Not Dress,,,,,,,,,,,,,,,,,,,,,
74,72,,2017-03-24,30-263,NOP,@,HOU,L (-10),Not With Team,,,,,,,,,,,,,,,,,,,,,
75,73,,2017-03-26,30-265,NOP,@,DEN,W (+25),Not With Team,,,,,,,,,,,,,,,,,,,,,
76,74,,2017-03-27,30-266,NOP,@,UTA,L (-8),Not With Team,,,,,,,,,,,,,,,,,,,,,
77,75,,2017-03-29,30-268,NOP,,DAL,W (+3),Did Not Dress,,,,,,,,,,,,,,,,,,,,,
78,76,,2017-03-31,30-270,NOP,,SAC,W (+28),Did Not Dress,,,,,,,,,,,,,,,,,,,,,
79,77,,2017-04-02,30-272,NOP,,CHI,L (-7),Did Not Dress,,,,,,,,,,,,,,,,,,,,,
80,78,,2017-04-04,30-274,NOP,,DEN,L (-3),Did Not Dress,,,,,,,,,,,,,,,,,,,,,
81,79,,2017-04-07,30-277,NOP,@,DEN,L (-16),Not With Team,,,,,,,,,,,,,,,,,,,,,
82,80,,2017-04-08,30-278,NOP,@,GSW,L (-22),Not With Team,,,,,,,,,,,,,,,,,,,,,
83,Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
84,81,,2017-04-11,30-281,NOP,@,LAL,L (-12),Inactive,,,,,,,,,,,,,,,,,,,,,
85,82,,2017-04-12,30-282,NOP,@,POR,W (+3),Inactive,,,,,,,,,,,,,,,,,,,,,
