,Rk,G,Date,Age,Tm, ,Opp, .1,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
39,39,39,1999-04-14,29-239,ORL,@,IND,L (-3),1,29:00,3,6,.500,1,1,1.000,0,0,,0,3,3,0,0,0,2,3,7,1.7
40,40,40,1999-04-18,29-243,ORL,,DET,W (+7),1,22:00,1,5,.200,0,0,,0,0,,1,4,5,2,2,0,3,3,2,0.0
41,Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
42,41,41,1999-04-19,29-244,ORL,@,TOR,L (-18),1,23:00,2,10,.200,0,1,.000,3,4,.750,1,3,4,0,0,0,1,2,7,0.2
43,42,42,1999-04-20,29-245,ORL,@,MIL,L (-12),1,27:00,6,16,.375,0,1,.000,1,2,.500,3,2,5,0,1,0,0,1,13,7.1
44,43,43,1999-04-22,29-247,ORL,,MIA,L (-5),1,32:00,3,10,.300,0,1,.000,1,4,.250,1,3,4,3,1,0,1,2,7,2.9
45,44,44,1999-04-23,29-248,ORL,,TOR,L (-7),1,23:00,3,6,.500,0,0,,2,2,1.000,2,3,5,0,0,0,2,4,8,3.7
46,45,45,1999-04-25,29-250,ORL,@,PHI,L (-17),1,20:00,4,8,.500,0,0,,0,0,,0,4,4,1,0,0,2,4,8,2.3
47,46,46,1999-04-27,29-252,ORL,@,IND,W (+1),1,17:00,2,2,1.000,1,1,1.000,0,0,,1,2,3,2,0,2,1,5,5,5.5
48,47,47,1999-04-28,29-253,ORL,,WAS,W (+7),1,34:00,7,12,.583,0,1,.000,1,3,.333,2,4,6,0,0,1,3,4,15,7.3
49,48,48,1999-04-30,29-255,ORL,,NJN,W (+12),1,16:00,1,6,.167,0,0,,2,2,1.000,2,6,8,0,0,3,2,1,4,3.1
50,49,49,1999-05-05,29-260,ORL,@,CHI,W (+20),1,23:00,2,7,.286,0,0,,8,8,1.000,2,3,5,0,2,1,4,2,12,8.1
